GO term	Primary symbol
GO:0019902	CARHSP1|CEP192|CHCHD3|CNST|CRY1|CRY2|CSRNP2|CTSC|DLG1|DLG3|DZIP3|ELL|FCRL3|FCRL6|MAGI2|MAPK1|MAPK3|MAST2|NFATC2|PPARA|PPP1R18|PPP1R27|PPP1R32|PPP1R35|PPP1R36|PPP3R1|PVRIG|RCAN3|SBF2|SFI1|SH2D4A|SH3GL1|SH3RF2|SH3YL1|SIGLEC10|SIGLEC11|SLC9A3R1|SLC9A3R2|SMAD2|SMAD3|SPRED1|SPTBN4|SYK|SYTL2|TERF2IP|TPRN|TRPC4AP|TSC2|WNK1
GO:0019903	ANAPC4|ANAPC5|ANAPC7|ANK1|AP3B1|BAD|CADM4|CD22|CD33|CDC27|CDH2|CDH5|CDKN1B|CEACAM1|CLEC12B|CSF1R|CSK|CTNNB1|DLG3|DLG4|EGFR|EIF2AK3|ERBB2|FBXL2|FCRL3|FCRL6|FLT4|GRB2|GTF2F1|HSP90B1|IKBKE|IQGAP1|IRS2|ITGA1|JAK1|JAK3|JUP|KAT2A|KCNN4|KIF3A|KIFAP3|LCK|LGALS3|MAP2K7|MAP3K5|MAPK14|MET|MTMR3|MTMR4|MTMR9|MVP|NEK2|PARD3|PDLIM4|PIK3R1|PIK3R2|PPARG|PPME1|PPP1R3C|PPP1R3F|PPP1R3G|PPP6R1|PPP6R2|PPP6R3|PTK2|PTPRT|PXN|RACK1|REG1A|ROS1|RPA2|SHOC2|SIRPA|SKAP1|SNX3|STAT3|STAT6|STX17|STYXL1|TBK1|TP53|TRAF2|TRAF3|VCP|VRK3
GO:0019904	ABCC2|ACSL3|ACTN2|AIDA|ANGEL1|AP4M1|APOBEC1|ARF1|ARFIP1|ARFIP2|ARHGEF4|ARL1|ARRB2|ATN1|ATP1A1|BASP1|BHLHE40|CACYBP|CALM1|CALM2|CALM3|CAPG|CASP2|CBX3|CCNA2|CDK2|CENPJ|CEP250|CEP68|CHEK1|CHMP1A|CHMP1B|CHMP2A|CHMP2B|CITED2|CNOT1|CNOT9|CNTLN|CNTROB|CRB3|CSNK2B|CTBP1|DBNL|DDC|DDX20|DDX6|DFFA|DFFB|DICER1|DIXDC1|DRD3|DVL2|DYNLL1|E2F4|EFS|EHD2|EPB41L5|ERCC1|ESRRA|ETS2|ETV6|EZR|FAF1|FHOD1|FOXA1|FOXA2|FOXA3|FOXH1|GABRR2|GABRR3|GNAI3|GPSM2|GTF2F1|GUSB|HGS|HIF1A|HIST1H4A|HMGB2|HNRNPA1|HNRNPK|HNRNPM|HOMER2|HOXB1|HPCAL4|HSPA5|ICA1|ICA1L|ID3|IKBKG|IKZF1|IKZF4|IKZF5|IL1B|INSC|INSR|IPCEF1|IQGAP1|IRF3|IRS2|IST1|ITGA3|KCNAB1|KCNN2|KCTD13|KHDRBS1|KHDRBS3|KPNB1|L1CAM|LAMP1|LAMP2|LIN7B|LIN7C|M6PR|MAP3K5|MBD2|MDM2|MECP2|MED12|MITD1|MLF1|MPP5|MPP7|MRPL17|MRPS31|MTOR|MYH9|MYO1D|MYO7A|NCK1|NCOA2|NDE1|NEDD4|NEFL|NFASC|NFE2L1|NFE2L2|NLRP1|NOLC1|NR0B1|NR0B2|NUMA1|OCLN|ODF1|OPRM1|OSBP|PHRF1|PIAS1|PICK1|PKD1|PLAUR|PLG|PLXNB3|PLXND1|POU2F2|PPARA|PPP1CC|PPP1R9A|PPP3R1|PRKACA|PRKAR1A|PRKAR2A|PRKAR2B|PRKDC|PTPN11|RAB27A|RAB27B|RAB6A|RABEP1|RAP2B|RAPGEF3|RARA|RBMX|RCC2|RDX|RFC1|RHOA|RNF41|RUNX2|SCAF1|SCN5A|SENP2|SFN|SHC4|SKI|SKP1|SNCA|SP100|SRCIN1|SRP68|SRSF7|SRSF9|SSX2IP|ST13|STAMBP|STMN3|STX18|STX1A|STX1B|STXBP1|TADA3|TBL1X|TDG|TFDP1|TFDP2|TGM2|TH|THRA|TJP2|TNFAIP1|TNNI3|TOP1|TRA2B|TRIM11|TRIM9|TRPS1|TUBA1A|TUBB|TWIST1|VAPA|VCP|VIM|VPS11|VPS4A|VRK2|WARS|WNT1|WNT3|WNT3A|WNT5A|XPA|XPO1|YWHAB|YWHAE|YWHAG|YWHAH|YWHAQ|YWHAZ|ZBTB16|ZFYVE9|ZMYND8|ZNF521
GO:0019905	ABCA1|ABL1|BAIAP3|BLOC1S6|CACNA1A|CPLX3|CPLX4|DOC2B|GOLGA2|HECTD3|NAPA|NAPB|NAPG|PTPN2|RAB11A|RAB4A|SCFD1|SEC22B|SNAP23|SNAP25|SNAP29|SNAP47|STX10|STX16|STX6|STX7|STX8|STXBP1|STXBP3|STXBP4|STXBP5|STXBP5L|SYT1|SYT10|SYT12|SYT2|SYT3|SYT5|SYT6|SYT7|SYT8|SYT9|TMED10|TMED9|TXLNA|TXLNB|TXLNG|TXLNGY|VAMP2|VAMP7|VPS11|VPS18|VPS52|VPS54
GO:0019907	CCNH|CDK7|MNAT1
GO:0019908	BCCIP|CDK12|CDK13
GO:0019911	CMTM8|MAL|MAL2|MALL|MARVELD1|MBP|MOBP|NCMAP|PLLP|PLP1
GO:0019912	CDKN1A
GO:0019915	ACVR1C|ANGPTL3|APOA1|B4GALNT1|BSCL2|CAV1|CD36|CIDEA|CRY1|DGAT1|DGAT2|DYSF|FFAR2|FITM1|FITM2|GM2A|HEXB|NRIP1|PLIN2|PLIN5|PNPLA2
GO:0019918	NDUFAF7|PRMT5|PRMT7|PRMT9
GO:0019919	CARM1|PRMT1|PRMT6|PRMT8
GO:0019932	DGKD|PPP2CA|PPP2R1A
GO:0019933	ADCY1|ADCY2|ADCYAP1|ADCYAP1R1|ADGRG6|AHR|AKAP6|DEFB1|DGKQ|EIF4EBP2|EPHA5|GAL|GHRHR|GLP1R|HTR5A|KSR1|MAPK7|NDUFS4|PCLO|PDE2A|PDE3A|PDE4D|RAPGEF2|RAPGEF3|RAPGEF4|RIMS2|SOX9
GO:0019934	ADNP|APOE|AQP1|CD36|EDNRB|GUCA2B|GUCY1B1|GUCY1B2|GUCY2F|HTR2B|HTR2C|NPPA|NPPB|NPPC|NPR1|NPR2|PDE2A|PDE3A|PDE9A|PRKAR1A|PRKAR1B|PRKAR2A|PRKAR2B|PRKG1
GO:0019935	NUDT4
GO:0019941	CHFR|ISG15|NEDD8|RPS27A|UBA52|UBA7|UBB|UBC
GO:0019948	SAE1|UBA2
GO:0019953	EIF4H|IL12B|LEP|LEPR|RHOXF1|SELENOP|STAT3|TNP1|VGF
GO:0019955	CD74|CHRD|CNTFR|CRLF1|CRLF2|CSF1R|CSF2RA|CSF3R|EBI3|ELANE|FZD4|GBP1|GHR|IFNGR1|IL11RA|IL12B|IL12RB1|IL12RB2|IL13RA1|IL13RA2|IL17F|IL23R|IL27RA|IL2RG|IL31RA|IL3RA|IL5RA|IL6R|IL6ST|KIT|LEPR|LIFR|NOG|NRP1|NRP2|OSMR|PARK7|PRLR|TNFRSF11A|TNFRSF14
GO:0019956	ACKR2|ACKR3|ACKR4|CCR1|CCR10|CCR2|CCR3|CCR4|CCR5|CCR6|CCR7|CCR8|CCR9|CCRL2|CX3CR1|CXCR1|CXCR2|CXCR3|CXCR4|CXCR5|CXCR6|PDPN|PLP2|XCR1
GO:0019957	ACKR1|ACKR2|ACKR3|ACKR4|CCR1|CCR10|CCR2|CCR3|CCR4|CCR5|CCR6|CCR7|CCR8|CCR9|CCRL2|CX3CR1|CXCR1|CXCR2|CXCR3|CXCR4|CXCR5|CXCR6|XCR1|ZFP36
GO:0019958	ACKR3|CXCR6|HMGB1
GO:0019959	A2M|CXCR1|CXCR2
GO:0019960	CX3CR1|ITGA4|ITGAV|ITGB1|ITGB3
GO:0019962	IFNAR1
GO:0019964	KLHL20
GO:0019966	A2M|HAX1|IL1R1|IL1R2|IL1RAPL1|NLRP7|TRIM16
GO:0019969	IL10RA
GO:0019970	IL11RA|IL6ST
GO:0019976	CRLF2|IL13RA1|IL2RA|IL2RB|IL2RG
GO:0019981	IL6R|IL6ST
GO:0019985	DTL|FAAP20|ISG15|PARP10|PCLAF|PCNA|POLD1|POLD2|POLD3|POLD4|POLH|POLI|POLK|POLN|PRIMPOL|REV1|RFC1|RFC2|RFC3|RFC4|RFC5|RPA1|RPA2|RPA3|RPS27A|SPRTN|TRIM25|UBA52|UBB|UBC|UBE2L6|USP10|USP43|VCP|ZBTB1
GO:0019992	CDIPT|CHPT1|DGKD|PLTP|RAPGEF2|RASGRP1|RASGRP2|RASGRP3|RASGRP4|UNC13A|UNC13B|UNC13C
GO:0020003	AQP1|RAB29
GO:0020005	AQP1|GBP2|GBP4|GBP6|GBP7|PF4
GO:0020018	EHD1|EHD3|SNAP29
GO:0020027	ADD1|AHSP|CAT|EPB42|HPX
GO:0020037	A0A0G2JQZ4|A0A1B0GTQ1|A0A2R9YJI8|ABCB6|ADGB|AMBP|BACH1|CAT|CBS|CBSL|COX15|CYB561D2|CYB5A|CYB5B|CYB5D2|CYB5R4|CYBA|CYBB|CYC1|CYCS|CYGB|CYP11A1|CYP11B1|CYP11B2|CYP17A1|CYP19A1|CYP1A1|CYP1A2|CYP1B1|CYP20A1|CYP21A2|CYP24A1|CYP26A1|CYP26B1|CYP26C1|CYP27A1|CYP27B1|CYP27C1|CYP2A13|CYP2A6|CYP2A7|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP2D7|CYP2E1|CYP2F1|CYP2G1P|CYP2J2|CYP2R1|CYP2S1|CYP2U1|CYP2W1|CYP39A1|CYP3A4|CYP3A43|CYP3A5|CYP3A7|CYP46A1|CYP4A11|CYP4A22|CYP4B1|CYP4F11|CYP4F12|CYP4F2|CYP4F22|CYP4F3|CYP4F8|CYP4V2|CYP4X1|CYP4Z1|CYP4Z2P|CYP51A1|CYP7A1|CYP7B1|CYP8B1|DGCR8|DUOX1|DUOX2|EIF2AK1|EPX|FA2H|FLVCR1|FLVCR2|GUCY1A1|GUCY1A2|GUCY1B1|GUCY1B2|HBA1|HBB|HBD|HBE1|HBG1|HBG2|HBM|HBQ1|HBZ|HEBP1|HEBP2|HMOX1|HMOX2|HRG|IDO1|IDO2|JAK2|LOXHD1|LPO|MB|MPO|MT-CO1|NGB|NOS1|NOS2|NOS3|NOX4|NOX5|NR1D1|PTGES2|PTGIS|PTGS1|PTGS2|PXDN|PXDNL|SDHC|SDHD|SLC48A1|SRC|STC2|STEAP4|SUOX|TBXAS1|TDO2|THAP4|TPO
GO:0021501	SSBP3
GO:0021502	BMP5|BMP7|HIF1A
GO:0021503	LUZP1
GO:0021508	GLI2
GO:0021509	GDF7
GO:0021510	ACTL6A|ACTL6B|AKT1|BAG3|DLL1|EED|ERCC2|FOXB1|LOXL3|MED12|MPST|MTOR|NEFL|NEUROG3|NF1|NOG|NPFF|PHGDH|PKD1|PKD2|PLXDC1|PTBP2|PTN|PTPRS|ROBO2|SOX11|SOX12|SOX4|SRD5A1|VIT|ZIC1|ZPR1
GO:0021511	RELN
GO:0021512	GDF11
GO:0021513	GLI2|INTU|SHH
GO:0021514	GATA2|LMO4
GO:0021515	DBX1|NOTCH1
GO:0021516	DAAM2|DRAXIN|DRGX|GDNF|HOXB8|PBX3|PROX1|UNCX
GO:0021517	DAB1|DCTN1|GLI2|LHX1|RELN|VLDLR|VSTM5
GO:0021520	HOXC10|HOXD10|ISL1|ISL2|LHX3|MNX1|OLIG3
GO:0021521	DBX1|DMRT3|LHX3|SOX1
GO:0021522	ABT1|DYNC2H1|GBX1|GDPD5|GIGYF2|IFT172|ISL1|LBX1|LMO4|MDGA2|NFE2L1|NKX2-2|OLIG2|PTCH1|SHH|SOX4|ZC4H2
GO:0021523	CLN8|PHOX2A|TCTN1
GO:0021524	ISL1|ISL2|TBX20
GO:0021526	LHX3|LHX4
GO:0021527	ASCL1|GDF7|GSX1|GSX2|LHX1|LHX3|LHX5|LMO4|MDGA1|PAX7|TAL1|WNT1|WNT3A
GO:0021528	DRAXIN
GO:0021530	ASCL1|NKX2-2|OLIG2
GO:0021532	ARL13B|IFT140|PTCH1|RPGRIP1L|TMEM107|TRAF3IP1
GO:0021533	GATA2|NOG|PHOX2B
GO:0021534	C5AR1
GO:0021535	POU4F1|SEMA4C
GO:0021536	SEMA5A|WNT1
GO:0021537	AVPR1A|AVPR2|BMP2|BMP4|HES1|HES5|KAT2A|LHX1|NRGN|OXTR|RFX4|SCN5A|SIX3|SLC1A2|SLC8A1|SLC8A3|TCTN1|ZDHHC16
GO:0021539	UQCRQ
GO:0021540	C12orf57|NIN|PAFAH1B1|SZT2|TSKU|ZEB2
GO:0021541	LRP8
GO:0021542	ATAT1|BTG2|CDK6|DRD1|EMX2|FEZF2|LEF1|LMX1A|MDK|NEUROD1|NEUROD6|NR2E1|PROX1|PTEN|SMO|TMEM108
GO:0021543	FGF8
GO:0021544	DLX1|DLX2|FGF8
GO:0021545	CHD7|ERBB3|SLC1A3
GO:0021546	HOXB3
GO:0021547	SSBP3
GO:0021548	UQCRQ
GO:0021549	ABAT|AIF1|ATIC|ATRN|CD3E|CDK5R1|CDK5R2|CKB|CNTN1|CPLANE1|EN1|FAIM2|FCGR2B|FOXC1|FOXP2|GART|GBX1|GBX2|HAP1|HNRNPD|KCNC1|LHX1|LMX1A|LPAR1|MECP2|MT-CO1|MT-ND4|MYO16|NCOA1|NCSTN|NEUROD1|NLGN4X|PAK1|PPARGC1A|PSEN1|PTBP2|PTF1A|PTN|PTPRS|RPGRIP1L|SCN5A|SDF4|SEMA4C|SSTR1|SSTR2|SSTR3|TP53|TTBK2
GO:0021551	ERBB4|WNT1
GO:0021553	CHD7|NTRK1|SALL1
GO:0021554	ATOH7|LPAR1|NAV2|NKX2-2|PAX2|RPL24|TCIRG1|TMEM126A
GO:0021555	GBX2|HES1|HES3|KDM2B
GO:0021557	HES1|HES3
GO:0021558	HES1|HES3
GO:0021559	DCANP1|DRGX|ISL1|NEUROG1|POU4F1|TFAP2A|TIFAB
GO:0021562	CHRNB2|POU4F3|SLITRK6
GO:0021563	NAV2
GO:0021564	NAV2
GO:0021568	GBX2|HOXA2
GO:0021569	HOXB2
GO:0021570	HOXB1|HOXB2
GO:0021571	HOXB1|MAFB
GO:0021572	MAFB
GO:0021575	DLC1|GSX2|HES1|HES3
GO:0021586	GRIN1
GO:0021587	ABL1|GNPAT|LRP6|XRCC1
GO:0021588	WNT1
GO:0021589	DAB1|HSPA5
GO:0021591	AK8|ANP32B|BBS4|CENPF|HYDIN|KIF27|MBOAT7|MECP2|MNAT1|NME5|RAPGEF2|SEMA6D|SLC7A11|TTC21B
GO:0021592	KDM2B|MYH10
GO:0021599	HOXA1|MAFB
GO:0021610	ADARB1|SIX1
GO:0021612	EGR2|HOXB1|HOXB2|NRP1|NRP2|PLXNA3|PLXNA4|SEMA3A|SEMA3F
GO:0021615	HOXA3|HOXB3|HOXD3|PLXNA4
GO:0021618	ADARB1
GO:0021623	PHOX2A|TFAP2A
GO:0021626	CX3CR1
GO:0021631	CHRNB2|EPHB1|EPHB2|GLI3|PAX2
GO:0021633	KCNA2|PAX2
GO:0021637	NRP1|PLXNA3|PLXNA4|SEMA3A|SEMA3F
GO:0021642	PHOX2A
GO:0021644	PLXNA4|TBX1
GO:0021649	NRP1|NRP2
GO:0021650	ATP8B1|DCANP1|NEUROG1|PAX2|TIFAB
GO:0021658	HOXA2
GO:0021660	EGR2
GO:0021666	EGR2
GO:0021670	AQP1|CDK6|DNAH5|DPCD|KDM2B|MYH10|NUMB|NUMBL|PAX5|RPGRIP1L|TSKU
GO:0021675	AFG3L2|BDNF|CTSV|DICER1|ILK|NGF|NRP1|NRP2|NRTN|NTF3|NTF4|SEMA3A|SEMA3F
GO:0021678	C12orf57|DPCD|KDM2B|MYH10
GO:0021680	AARS|B4GALT2|FAIM2|HSPA5|KLHL1|MYH10|NAGLU|SEZ6|SEZ6L|UQCRQ
GO:0021681	FAIM2|MDK|TTBK2
GO:0021682	DAG1
GO:0021683	SERPINE2
GO:0021685	KIF14
GO:0021686	CEND1
GO:0021687	ZNF365
GO:0021688	DLL1
GO:0021691	ARCN1|RERE
GO:0021692	COQ8B|SPTBN2
GO:0021693	DLL1|KIF14
GO:0021694	WHRN
GO:0021695	AGTR2|CLP1|EZH2|KIF14|NEUROD2
GO:0021696	GLI1|GLI2|SMO|TRNP1
GO:0021697	CDK5|MAP2K1|PTPN11
GO:0021700	MAP1B
GO:0021702	AGTPBP1|ATP7A|CEND1|FAIM2|HERC1|LDB1|LHX1|LHX5|RORA
GO:0021703	PHOX2A
GO:0021707	CBLN1|GRID2|KNDC1|MTPN|OPHN1|PROX1|WNT7A
GO:0021722	CDK5R1|CDK5R2
GO:0021723	PHOX2B
GO:0021740	KIRREL3|NFIB
GO:0021747	BCL2|SCRIB|SEC24B
GO:0021750	ASCL1
GO:0021754	HOXB1
GO:0021756	BBS2|BBS4|CNTNAP2|DRD1|DRD2|HPRT1|LRRK2|MKKS|RARB|SECISBP2|SLC7A11|SLITRK5
GO:0021757	FOXP2
GO:0021758	FOXP2
GO:0021759	ARX|KCNC1|KCNC2|NKX2-1
GO:0021761	CNTNAP2|TBX3
GO:0021762	ACTB|ATP5PB|ATP5PF|BASP1|CALM1|CALM2|CALM3|CASP5|CCDC14|CDC42|CKB|CNP|COX6B1|DYNLL1|FGF9|G6PD|GLUD1|GNB4|H2BFS|HSPA5|INA|MAOB|MAPKAP1|MBP|NDRG2|NDUFS3|PADI2|PLP1|POTEE|RAD1|RHOA|S100A1|SEC16A|SIRT2|SUDS3|SYNGR3|SYPL2|TTBK1|YWHAE|YWHAH|YWHAQ|ZNF148|ZNF430
GO:0021764	NF1|NR2E1|TBR1|UBA6
GO:0021766	ALK|ANXA3|ATP2B4|BBS2|BBS4|BCAN|CASP3|CDK5|CDK5R1|CDK5R2|CRK|CRKL|DAB1|DCLK2|DLX1|DLX2|EIF2B3|EIF2B5|EPHA5|EZH1|EZH2|FEZ1|FGF13|GLI3|GSK3B|HDAC1|HSD3B1|HSD3B2|HTR5A|ID4|KCNA1|KDM6B|KIF14|KIF5B|KIRREL3|LHX5|MAS1|MFSD2A|MKKS|NCOA1|NEFL|NF2|NKX2-1|NME1|NR4A3|PAFAH1B1|PHLPP2|PLXNA3|PTPRS|RARA|RELN|SCT|SLC32A1|SRD5A1|SRF|TENT2|TSC1|UBA6|UQCRQ|WNT3A|XRCC1|XRN2|YWHAE|ZEB2
GO:0021767	FOXB1
GO:0021768	ALDH1A3
GO:0021769	ARPC5|DRD2|FGFR2
GO:0021771	CHRNB2
GO:0021772	AGTPBP1|CHD7|CRTAC1|CSF1R|DLX2|EFNA2|EOMES|EXT1|FEZF1|ID2|KIF14|LHX2|LRRK2|NR2E1|RPGRIP1L|SEMA3A|SKI
GO:0021773	BCL11B|INHBA|SHANK3|ZSWIM6
GO:0021775	GLI2|GLI3|SUFU
GO:0021776	GLI2|GLI3|SUFU
GO:0021778	PAX6|SOX6
GO:0021781	HES5|NFE2L1|NRG1|SOX2
GO:0021782	PHGDH|PICK1|SOX11|SOX4
GO:0021784	GDNF|PLXNA4
GO:0021785	MYCBP2|NRP1|PLXNA3|SEMA3A|SEMA3F
GO:0021793	PLXNA4
GO:0021794	CNTNAP2|FOXB1|GBX2|LRP6|OLIG2|PTCHD1|PTN|SHH|SMO|SRD5A1|TAL2|UQCRQ
GO:0021795	EFHC1|EGFR|FGF13|HTR6|NKX2-1|PEX13|PSEN1|RHOA
GO:0021796	ADGRG1|DMRTA2|EMX1|EMX2|EOMES|PAX6|TRA2B
GO:0021797	FEZF1|FEZF2|SIX3|WNT1
GO:0021798	FGF8|GLI3|GSX2|NKX2-1|PAX6|SIX3|TTC21B
GO:0021799	DIXDC1|FBXO45|FUT10|LHX6|NDEL1|POU3F2|POU3F3
GO:0021800	ARX|FBXO45|LHX6|RELN
GO:0021801	ADGRG1|RTN4
GO:0021808	P2RY12
GO:0021812	LAMB1
GO:0021813	DAB1
GO:0021814	DAB2IP
GO:0021816	SRGAP2|SRGAP2C
GO:0021817	SUN1|SUN2|SYNE2
GO:0021819	ADGRG1|CDK5|CDK5R1|CDK5R2|CTNNB1|DAB2IP|GLI3|MBOAT7|NR2E1|PAFAH1B1|RELN
GO:0021822	BMERB1
GO:0021828	NRP1|NRP2|SEMA3A
GO:0021830	ARL13B
GO:0021831	ARX
GO:0021834	SLIT1|SLIT2|SLIT3
GO:0021836	ROBO1|SLIT2
GO:0021842	NRG1|NRG3
GO:0021846	ARX|DISC1|EMX2|FABP7|FGF8|KIF14|LHX5|RRM1|SIX3|WNT3A|WNT7A|ZEB2
GO:0021847	DCT|FGFR1|FGFR2
GO:0021849	AKNA|NUMB|NUMBL
GO:0021852	DISC1
GO:0021853	ARX|CNTN2|DRD1|DRD2|FEZF2|LHX6
GO:0021854	BAX|CRH|CRHR1|ETS1|GSX1|NCOA1|NKX2-6|NR0B1|RAB3GAP1|RAX|SOX3|SRD5A1|UQCRQ
GO:0021855	FOXB1
GO:0021858	HELT
GO:0021859	UNC5D
GO:0021860	ATP7A|DCLK2|FGFR2|PLXNA3|SLC4A10|UQCRQ
GO:0021861	GLI3|HES1|HES5|LEF1|METTL14|METTL3|RHOA
GO:0021869	DIXDC1|POU3F2|POU3F3
GO:0021870	PSEN1
GO:0021871	LHX1|PGAP1|WNT2B|WNT7B
GO:0021872	NR2E1
GO:0021873	ASPM|LEF1
GO:0021874	WNT3A
GO:0021877	NKX2-1
GO:0021879	CSF1R|LHX5|OTP
GO:0021882	DLX1|DLX2
GO:0021884	FGF8|GBX2|LHX6|LHX8|RAPGEF2|SOX1
GO:0021885	AXL|EMX2|TYRO3
GO:0021888	UBB
GO:0021889	DLX5|ERBB4|GSX2|SALL1|UNCX
GO:0021891	ATF5|ROBO2|SALL3|WNT5A
GO:0021892	ASCL1|NKX2-1
GO:0021893	DLX1|DLX2
GO:0021894	RAC3
GO:0021895	CHD5|EMX1|EOMES|EURL|GDPD5|HPRT1|ID4|NR2E1|OPHN1|PAFAH1B1|SIN3A|ZNF335
GO:0021897	KRAS|NF1
GO:0021902	ASCL1|BCL11B|FEZF2|GATA2|PAX6|SATB2|TBR1
GO:0021903	ATP6AP2|SOX17
GO:0021904	BMP4|FKBP8|FOXA1|GSC|PAX7|PSEN1|SHH|SMO|TCTN1|WNT3A
GO:0021905	PAX6
GO:0021910	SMO
GO:0021912	NKX6-1|NKX6-2|PAX6
GO:0021913	EVX1|NKX6-1|NKX6-2|PAX6
GO:0021914	IFT122|RFX4|RFX8|TULP3
GO:0021915	ALDH1A2|AMBRA1|C2CD3|DACT1|DCHS1|DVL1|EPHA2|GRHL2|HES5|INTU|ITPK1|NF1|NOTCH1|NUP133|PHGDH|PKD1|PKD2|PLOD3|PLXNA2|PROX1|SALL2|SEMA3C|STIL|TCF7|TGFB1|TRIM71|ZFP36L1|ZNF358
GO:0021918	PAX6
GO:0021919	CHRD
GO:0021920	LBX1
GO:0021930	ATF5|GBX2|PSMG1|RERE|RORA|SHH
GO:0021933	CEND1
GO:0021934	PHOX2B
GO:0021935	PLXNA2|TTBK2
GO:0021937	LHX1|LHX5
GO:0021938	GLI1|GLI2|SHH|SMO
GO:0021940	EGF|GPR37L1
GO:0021941	CEND1|SLC6A4
GO:0021942	CTNNA2|DAB1|RBFOX2|RERE
GO:0021943	ARL13B|FLNA|ITGB1|LEF1
GO:0021952	CHRNB2|DCLK1|EPHB1|EPHB2|EPHB3|MYCBP2|NR4A2|SPTBN4
GO:0021953	NR4A2|POU4F1|SMO|SPOCK1|TULP3
GO:0021954	ASCL1|ATP7A|BTG2|CDK5|GABRB1|GATA2|GBA2|HPRT1|LEP|MAP2|MAPT|NPY|NTRK2
GO:0021955	ARHGAP35|B4GALT5|B4GALT6|HSP90AA1|HSP90AB1|NDEL1|PTEN|PTK2
GO:0021956	TCTN1
GO:0021957	CDH11|EPHA4|FBXO45|NIN|ZEB2
GO:0021960	FBXO45|NFIB|NR2E1|PLXNA4|TSKU
GO:0021965	ADARB1|DCC|GLI2
GO:0021966	SCN1B
GO:0021972	SLIT2
GO:0021978	BMP2|BMP4|GSX2|LHX2|SHH|SIX3
GO:0021979	HAP1|OTP|POU3F2|PROP1
GO:0021983	ADCYAP1|ALDH1A2|BMP4|BMPR1A|CDH1|CREB1|ETS1|FGF10|GATA2|GLI1|GLI2|HESX1|ISL1|LHX3|MSX1|NKX2-1|NOG|NR0B1|PAX6|PITX1|RBPJ|SALL1|SIX3|SOX2|SOX3|SRD5A1|TBX19
GO:0021984	DRD2|GHRH|GSX1|HES1|SLC6A3|SOX2
GO:0021985	OTP|POU3F2
GO:0021986	NR4A2|PAX6|POU4F1
GO:0021987	ARHGAP11B|ASCL1|ASPM|ATIC|ATOH1|BAD|BAX|BBS2|BBS4|BCL2A1|BNIP3|BTBD3|CCDC85C|CDH2|CDON|CEP120|CNTNAP2|COL3A1|CRK|CRKL|CSNK2A2|FAT4|FLNA|FOXP2|GART|GNG12|GRIN1|H2AFX|HIF1A|KDM1A|KIF14|LHX2|LRP1|LRP6|LRP8|MCPH1|MDK|MKKS|NCOA1|NDE1|NEFL|NF1|NOTCH2NLA|NOTCH2NLB|NOTCH2NLC|NPY|NTRK2|PAFAH1B1|PAX5|PHACTR1|PLCB1|PTPRS|SLC2A1|SLC38A2|SMO|SRD5A1|TACC1|TACC2|TACC3|TBR1|TH|TMEM14B|TRAPPC9|TSC1|WDR62|XAB2|YWHAE
GO:0021988	SEMA7A
GO:0021993	KDM2B
GO:0021997	C2CD3|PTCH1
GO:0021998	BMPR1A
GO:0021999	CELSR2
GO:0022004	WNT1
GO:0022007	DVL1|DVL2|VANGL2
GO:0022008	ASCL1|BHLHE22|BTBD1|BTBD2|BTBD3|BTBD6|CDK5RAP2|CEP120|CHAC1|CLN5|CXCR4|DAGLA|DAGLB|DCHS1|EPHB1|ETV6|FABP7|FAT4|GRIN2A|HAP1|LEMD2|MESP1|NAV2|NAV3|NEUROD1|NTN5|NUP133|OMP|PCSK9|PRDM12|PRDM13|PRDM16|PRDM5|PRDM6|RITA1|ROGDI|RYK|SMARCE1|SPOCK1|TRAK1|TRAK2|VXN|WDR62|WNT2
GO:0022009	CTNNB1|ENG|WNT7A|WNT7B
GO:0022010	ASPA|B4GALT5|B4GALT6|CNTN2|CNTNAP1|HES5|ID4|KCNJ10|MAG|MYRF|NCSTN|NKX6-2|PLP1|SOX10
GO:0022011	ADAM22|ADGRG6|ARHGEF10|CNTNAP1|DAG1|ILK|LGI4|MYOC|NF1|NRG1|NTRK2|NTRK3|PARD3|POU3F1|POU3F2|SIRT2|SKI
GO:0022013	IGF2BP1
GO:0022018	GLI3
GO:0022027	CEP120|DOCK7|HOOK3|KIF1A|PCM1
GO:0022028	LRRK2|SRF
GO:0022029	CXCL12|CXCR4|FOXB1|TNR
GO:0022037	KAT2A|OTX1
GO:0022038	CDK5|EPHB2|EPHB3|LPAR1|PTPRS|RPGRIP1L|RTN4R|RTN4RL1|RTN4RL2|RYK
GO:0022400	AIPL1|CALM1|CAMKMT|CNGA1|CNGB1|FNTA|FNTB|GNAT1|GRK1|GRK4|GRK7|GUCA1A|GUCA1B|GUCA1C|GUCY2D|GUCY2F|METAP1|METAP2|NMT1|NMT2|PDE6A|PDE6B|PDE6G|PPEF1|RHO|SAG
GO:0022405	CDH3|FARP2|LRIG1|SOX18
GO:0022406	CHP1
GO:0022407	ADAM8|CELSR2|EFNA5|EPHA7|EPHB3|LEF1|MINK1|SRC|WNT4
GO:0022408	ABL1|B4GALNT2|CDH1|EPB41L5|GTPBP4|JAG1|JAK2|MUC21|NF2|PODXL|PTK2|SPINT2|TGFB1|TNR|WNT1
