GO term	Primary symbol
GO:0005577	FGA|FGB|FGG|FGL1|FGL2|FN1|SERPINF2|THBS1
GO:0005579	C5|C6|C7|C8A|C8B|C8G|C9
GO:0005581	ADIPOQ|C1QA|C1QB|C1QC|C1QL1|C1QL2|C1QL3|C1QL4|C1QTNF1|C1QTNF2|C1QTNF3|C1QTNF5|C1QTNF6|C1QTNF7|C1QTNF8|C1QTNF9|C1QTNF9B|CCBE1|COL10A1|COL11A2|COL14A1|COL17A1|COL18A1|COL19A1|COL20A1|COL21A1|COL22A1|COL24A1|COL25A1|COL26A1|COL28A1|COL2A1|COL6A2|COL6A5|COL6A6|COL8A2|COLEC10|COLEC11|COLEC12|COLQ|CTHRC1|EDA|EMID1|EMILIN1|EMILIN2|FCN1|FCN2|FCN3|GLDN|LOX|MBL2|MSR1|OTOL1|SCARA3|SFTPA1|SFTPA2|SFTPD|WDR33
GO:0005582	COL15A1
GO:0005583	COL27A1|LUM
GO:0005584	COL1A1|COL1A2
GO:0005585	COL2A1
GO:0005586	COL3A1
GO:0005587	COL23A1|COL4A1|COL4A2|COL4A3|COL4A4|COL4A5|COL4A6
GO:0005588	COL5A1|COL5A2|COL5A3
GO:0005589	COL6A1|COL6A3|DCN
GO:0005590	COL7A1
GO:0005591	COL8A1
GO:0005592	COL11A1|COL11A2|MARCO
GO:0005594	COL5A3|COL9A1|COL9A2|COL9A3
GO:0005595	COL12A1
GO:0005596	COL14A1
GO:0005597	COL16A1
GO:0005600	COL13A1
GO:0005602	C1QA|C1QB
GO:0005604	ACAN|ACHE|ADAMTS1|AGRN|AMTN|ANG|ANXA2|ANXA2P2|APLP1|CASK|CCDC80|CD151|COL17A1|COL18A1|COL28A1|COL2A1|COL4A1|COL4A3|COL4A4|COL5A1|COL7A1|COL8A2|COLQ|DAG1|DLG1|DST|EFEMP2|EFNA5|EGFL6|EGFLAM|ENTPD2|ERBIN|FBLN1|FBN1|FGF9|FN1|FRAS1|FREM1|FREM2|FREM3|HMCN1|HMCN2|HSPG2|ITGA6|LAD1|LAMA1|LAMA2|LAMA3|LAMA4|LAMA5|LAMB1|LAMB2|LAMC1|LAMC2|LAMC3|LOXL1|LOXL2|MATN2|MMRN2|NID1|NID2|NPNT|NTN1|NTN3|NTN5|P3H2|PTN|RELL2|SERPINF1|SMOC1|SMOC2|SPARC|TGFBI|THBS2|THBS4|TIMP1|TIMP3|TINAG|TMEFF1|TMEFF2|TNC|USH2A|VTN|VWA1|VWA2|VWC2
GO:0005606	LAMA1|LAMB1|LAMC1
GO:0005607	LAMB1|LAMC2
GO:0005608	LAMA1|LAMB2
GO:0005610	LAMA3|LAMA5|LAMB3
GO:0005614	ABI3BP|ADAMTSL4|CCDC80|ECM2|EGFLAM|KAZALD1|NAV2|SMOC2|TNC|VIT|VWA1|VWC2
GO:0005615	A0A0G2JMS6|A0A0G2JRQ6|A1BG|A2M|A2ML1|ABCA3|ABI3BP|ACE|ACE2|ACHE|ACPP|ACTA1|ACTA2|ACTB|ACTBL2|ACTC1|ACTG1|ACTG2|ACTN1|ACTN4|ADA|ADA2|ADAM9|ADAMTS13|ADAMTS15|ADAMTS20|ADAMTS3|ADAMTS4|ADAMTS5|ADAMTS9|ADCYAP1|ADGRB1|ADIPOQ|ADM|ADNP|ADPRH|AEBP1|AFM|AFP|AGA|AGR2|AGRP|AGT|AHSG|AIFM2|AIMP1|AKR1A1|AKR1B1|ALB|ALDH3A1|ALDOA|ALOX5|AMBP|AMH|AMN|AMY1A|AMY2A|ANG|ANGPT1|ANGPT2|ANGPT4|ANGPTL1|ANGPTL2|ANGPTL3|ANGPTL4|ANOS1|ANPEP|ANXA1|ANXA13|ANXA2|ANXA2P2|ANXA9|AOC1|APCS|APELA|APLN|APOA1|APOA4|APOA5|APOB|APOC2|APOC3|APOD|APOE|APOF|APOH|APOL1|APOL4|APOO|APP|AREG|ARG1|ARSG|ARTN|ASAH1|ASIP|ATP4A|ATP5PF|ATRN|ATXN10|AVP|AXL|AZGP1|AZU1|B2M|B4GALT1|BDNF|BGLAP|BIVM|BLOC1S1|BMP1|BMP10|BMP15|BMP2|BMP3|BMP4|BMP5|BMP6|BMP7|BMP8A|BMP8B|BMPER|BMPR2|BPI|BPIFA1|BPIFC|BRICD5|BTC|BTD|BTN1A1|C17orf99|C1QBP|C1QC|C1QL4|C1QTNF1|C1QTNF12|C1QTNF2|C1QTNF4|C1QTNF5|C1QTNF6|C1R|C1RL|C1S|C2|C3|C3P1|C3orf33|C4A|C4B|C4BPA|C4BPB|C5|C8A|C9|C9orf72|CA6|CABP1|CALCA|CALCB|CALR|CAMP|CARTPT|CBLIF|CBLN2|CBLN3|CBLN4|CBR3|CCBE1|CCK|CCL1|CCL11|CCL13|CCL14|CCL15|CCL16|CCL17|CCL18|CCL19|CCL2|CCL20|CCL21|CCL22|CCL23|CCL24|CCL25|CCL26|CCL27|CCL3|CCL3L1|CCL4|CCL4L1|CCL5|CCL7|CCL8|CCN2|CCN6|CD109|CD14|CD180|CD1A|CD1B|CD1C|CD1D|CD1E|CD36|CD40LG|CD59|CD5L|CD63|CD9|CDH13|CDK13|CDNF|CEACAM16|CEACAM6|CEACAM8|CEL|CELA1|CELA2A|CELA2B|CELA3A|CELA3B|CEP164|CER1|CES1|CES1P1|CES2|CES3|CES4A|CES5A|CETP|CFAP58|CFB|CFH|CFHR1|CFHR3|CFI|CFL1|CFL2|CFP|CGA|CGB1|CGB2|CGB3|CGB7|CHAD|CHADL|CHEK1|CHGA|CHGB|CHI3L1|CHI3L2|CHIA|CHID1|CHIT1|CHRD|CHRDL2|CILP|CKB|CKLF|CKM|CLCA1|CLCA3P|CLEC11A|CLEC18A|CLEC18B|CLEC18C|CLEC3A|CLEC3B|CLIC1|CLU|CLUL1|CMA1|CMTM1|CMTM2|CMTM3|CMTM5|CMTM7|CMTM8|CNOT1|CNP|CNTF|COCH|COL10A1|COL11A1|COL11A2|COL12A1|COL13A1|COL14A1|COL15A1|COL16A1|COL17A1|COL18A1|COL19A1|COL1A1|COL1A2|COL20A1|COL22A1|COL23A1|COL24A1|COL25A1|COL27A1|COL28A1|COL2A1|COL3A1|COL4A1|COL4A2|COL4A3|COL4A4|COL4A5|COL4A6|COL5A1|COL5A2|COL5A3|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL8A2|COL9A1|COL9A2|COL9A3|COLEC10|COLEC11|COLEC12|COLQ|COMP|COPA|CORT|CP|CPA1|CPA2|CPA3|CPA4|CPA5|CPA6|CPAMD8|CPB1|CPB2|CPD|CPE|CPM|CPN1|CPN2|CPNE9|CPO|CPQ|CPXM1|CPXM2|CPZ|CREG1|CREG2|CRELD2|CRH|CRHBP|CRISP1|CRISP2|CRISP3|CRISPLD1|CRISPLD2|CRLF1|CRP|CRTAP|CSF1|CSF2|CSF3|CSH1|CSH2|CSHL1|CSN1S1|CSN2|CSN3|CST1|CST2|CST3|CST4|CST5|CST7|CST9LP1|CSTA|CSTB|CTBS|CTF1|CTHRC1|CTRB1|CTRB2|CTRL|CTSB|CTSC|CTSD|CTSF|CTSG|CTSH|CTSK|CTSL|CTSO|CTSS|CTSV|CTSW|CTSZ|CX3CL1|CXCL1|CXCL10|CXCL11|CXCL13|CXCL14|CXCL16|CXCL17|CXCL2|CXCL3|CXCL5|CXCL6|CXCL8|CXCL9|CYP4A22|CYTL1|DAG1|DAND5|DBH|DCN|DDB1|DDR1|DDT|DEFA1|DEFA3|DEFA4|DEFA5|DEFA6|DEFB1|DEFB103A|DEFB109B|DEFB130A|DEFB130B|DEFB131A|DEFB131B|DEFB132|DEFB4A|DHH|DIPK2A|DKK1|DKK2|DKK3|DKK4|DKKL1|DLG3|DLK1|DMBT1|DMKN|DMXL2|DNAJC9|DPEP1|DPT|DPYSL3|DSCAML1|EBI3|ECRG4|EDDM3A|EDN1|EDN2|EDN3|EEF1A1|EEF1A1P5|EFEMP1|EGF|EGFL6|EGFL7|EGFR|EIF2A|ELANE|ELFN1|ELFN2|ELOA|EMILIN1|ENDOU|ENG|ENO1|ENO2|ENO3|ENOX1|ENOX2|ENPP1|ENPP2|ENTPD6|EPGN|EPO|EPPIN|EPX|ERAP1|ERBB3|EREG|ERFE|ERVH48-1|ESF1|EZR|F10|F11|F12|F2|F3|F5|F7|F8|F9|FABP3|FAM184A|FAM20A|FAM20C|FAP|FASLG|FBLN1|FBLN5|FBN1|FCGRT|FGA|FGB|FGF1|FGF10|FGF12|FGF16|FGF17|FGF18|FGF2|FGF21|FGF22|FGF23|FGF5|FGF6|FGF9|FGFBP1|FGFBP2|FGG|FJX1|FKRP|FKTN|FLRT1|FLRT3|FLT1|FLT3LG|FMOD|FN1|FNDC4|FREM3|FRMD4B|FRMD7|FRZB|FSHB|FST|FSTL1|FSTL3|FUCA2|FURIN|GAL|GAS6|GAST|GC|GCG|GCNT1|GDF1|GDF10|GDF11|GDF15|GDF2|GDF3|GDF5|GDF6|GDF7|GDF9|GDNF|GFRA4|GGH|GGT1|GH1|GH2|GHR|GHRH|GHRL|GIP|GKN1|GKN2|GKN3P|GLDN|GLE1|GLIPR1|GLIPR1L1|GLIPR1L2|GLIPR2|GNB2|GNL1|GNL3|GNLY|GNRH1|GNRH2|GOLM1|GP1BA|GPC1|GPC2|GPC5|GPC6|GPHA2|GPHB5|GPLD1|GPR15L|GPRC5B|GPX3|GPX5|GREM1|GREM2|GRN|GRP|GSDMD|GSN|GSTP1|GUSB|GUSBP11|H2BFS|HABP2|HAMP|HAPLN3|HBA1|HBB|HBEGF|HDGF|HFE|HGF|HGFAC|HILPDA|HIST1H2BC|HIST1H2BJ|HIST1H2BK|HIST2H2BE|HJV|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|HLA-H|HMCN2|HMGB1|HMGB2|HMGN2|HMOX1|HMSD|HP|HPR|HPX|HSPA8|HSPB1|HSPD1|HSPG2|HTRA1|HYAL1|IAPP|IBSP|ICAM1|IDE|IFNA1|IFNA10|IFNA14|IFNA16|IFNA17|IFNA2|IFNA21|IFNA4|IFNA5|IFNA6|IFNA7|IFNA8|IFNB1|IFNE|IFNG|IFNK|IFNL1|IFNL2|IFNL3|IFNL4|IFNW1|IGF1|IGF2|IGFALS|IGFBP1|IGFBP2|IGFBP3|IGFBP4|IGFBP5|IGFBP6|IGFBP7|IGFBPL1|IGFL1|IGFL2|IGFL3|IGFL4|IGHA1|IGHA2|IGHG1|IGHG2|IGHG3|IGHG4|IGHM|IGHV3-13|IGHV3-23|IGHV3-30|IGKC|IGKV1-12|IGKV1-13|IGKV1-16|IGKV1-17|IGKV1-27|IGKV1-33|IGKV1-37|IGKV1-39|IGKV1-5|IGKV1-6|IGKV1-8|IGKV1-9|IGKV1D-12|IGKV1D-13|IGKV1D-16|IGKV1D-17|IGKV1D-33|IGKV1D-39|IGKV1D-42|IGKV1D-43|IGKV1D-8|IGKV1OR2-108|IGKV2-24|IGKV2-28|IGKV2-29|IGKV2-30|IGKV2-40|IGKV2D-24|IGKV2D-26|IGKV2D-28|IGKV2D-29|IGKV2D-30|IGKV2D-40|IGKV3-11|IGKV3-15|IGKV3-20|IGKV3-7|IGKV3D-11|IGKV3D-15|IGKV3D-20|IGKV3D-7|IGKV3OR2-268|IGKV4-1|IGKV5-2|IGKV6-21|IGKV6D-21|IGKV6D-41|IGLC1|IGLC2|IGLC3|IGLC6|IGLV1-36|IGLV1-40|IGLV1-44|IGLV1-47|IGLV1-50|IGLV1-51|IGLV10-54|IGLV11-55|IGLV2-11|IGLV2-14|IGLV2-18|IGLV2-23|IGLV2-33|IGLV2-8|IGLV3-1|IGLV3-10|IGLV3-12|IGLV3-16|IGLV3-19|IGLV3-21|IGLV3-22|IGLV3-25|IGLV3-27|IGLV3-32|IGLV3-9|IGLV4-3|IGLV4-60|IGLV4-69|IGLV5-37|IGLV5-39|IGLV5-45|IGLV5-48|IGLV5-52|IGLV6-57|IGLV7-43|IGLV7-46|IGLV8-61|IGLV9-49|IHH|IL10|IL11|IL12A|IL12B|IL13|IL13RA2|IL15|IL15RA|IL16|IL17A|IL17B|IL17C|IL17D|IL17F|IL18|IL18BP|IL19|IL1A|IL1B|IL1F10|IL1RN|IL2|IL20|IL21|IL22|IL22RA2|IL24|IL25|IL26|IL27|IL3|IL31|IL32|IL33|IL34|IL36A|IL36B|IL36G|IL36RN|IL37|IL4|IL4R|IL5|IL5RA|IL6|IL7|IL9|IL9R|INA|INHA|INHBA|INHBB|INHBC|INHBE|INS|INSL3|INSL4|IRAK4|IRF2BPL|ITGAM|ITM2B|JAM3|JCHAIN|KARS|KAT2A|KDSR|KIAA0556|KISS1|KIT|KITLG|KLHL17|KLHL34|KLK11|KLK12|KLK13|KLK14|KLK3|KLK5|KLK6|KLK7|KLK8|KLKB1|KMO|KNG1|KRIT1|KRT1|KRT10|KRT2|KRT31|KRT33A|KRT33B|KRT34|KRT35|KRT78|KRT81|KRT83|KRT85|KRT86|KRT87P|KRT9|KRTDAP|LACRT|LALBA|LAMA1|LAMA5|LAMB1|LAMC1|LAMC2|LAMP2|LBP|LCAT|LCN1|LCN1P1|LCN2|LCP1|LECT2|LEFTY1|LEFTY2|LEG1|LEP|LGALS1|LGALS3|LGALS3BP|LGALS4|LGALS7|LGALS8|LGALS9|LGI1|LGI4|LHB|LIF|LILRB2|LIME1|LINGO1|LINGO2|LINGO3|LINGO4|LIPC|LIPG|LIPH|LIPI|LMAN2|LOX|LOXL1|LOXL2|LOXL3|LOXL4|LPL|LPO|LRG1|LRIG1|LRIG2|LRIG3|LRRC15|LRRC17|LRRC24|LRRC32|LRRC3B|LRRC3C|LRRC4C|LRRK2|LRRN1|LRRN2|LRRTM1|LRRTM3|LRRTM4|LTA|LTB|LTBP2|LTBP4|LTF|LUM|LXN|LY86|LY96|LYPD3|LYPD8|LYZ|LYZL4|MAN2B1|MANF|MARCOL|MASP1|MASP2|MATN1|MATN2|MATN3|MATN4|MBL2|MCAM|MCF2L|MDGA1|MDH1|MDS2|MECP2|MEP1A|MERTK|METRN|METRNL|MFGE8|MFNG|MIA|MICA|MICB|MIF|MMEL1|MMP10|MMP11|MMP12|MMP13|MMP14|MMP15|MMP16|MMP17|MMP19|MMP2|MMP20|MMP21|MMP23B|MMP24|MMP25|MMP28|MMP3|MMP7|MMP8|MMP9|MMRN2|MOV10|MOXD1|MOXD2P|MPO|MR1|MRGPRD|MROH7|MRPL18|MS4A1|MSLN|MSMB|MSMP|MSN|MST1|MSTN|MT-RNR1|MT3|MTCL1|MTHFD2|MTMR4|MTUS1|MUC1|MUC13|MUC4|MUC5AC|MUC5B|MYDGF|MYOC|NAPSA|NAXE|NBL1|NCOA5|NDP|NDUFAF7|NENF|NGF|NODAL|NOG|NPC2|NPFF|NPPA|NPPB|NPPC|NPY|NRG1|NRG2|NRG3|NRG4|NRN1L|NRP1|NTF3|NTF4|NUCB1|NUCB2|NUDT1|NYX|OAS3|ODAM|OGN|OLFM1|OLFM3|OLFM4|OPRPN|ORM1|ORM2|OSM|OSTN|OTOG|OTOL1|OVOS1|OVOS2|OXT|PAPPA|PATE2|PATE4|PCOLCE|PCSK1|PCSK1N|PCSK2|PCSK5|PCSK6|PCSK9|PDE4C|PDGFA|PDGFB|PDGFC|PDGFD|PDIA3|PDIA4|PDIA6|PDZD7|PECAM1|PF4|PF4V1|PGC|PGF|PGK1|PGLYRP1|PGLYRP2|PGLYRP3|PGLYRP4|PI15|PI16|PIBF1|PIGR|PIP|PKHD1L1|PLA1A|PLA2G10|PLA2G15|PLA2G1B|PLA2G2A|PLA2G3|PLA2G6|PLAT|PLAU|PLBD1|PLEKHH3|PLG|PLOD3|PLTP|PMPCA|PNLIP|PNLIPRP1|PNLIPRP2|PNLIPRP3|PODN|PODXL|POMC|PON1|PON3|POP1|POSTN|POTEE|POTEF|POTEI|POTEJ|PPBP|PPFIBP2|PPIA|PPP1R1A|PPY|PRDX1|PRDX5|PRDX6|PRH1|PRKAG2|PRKAG3|PRL|PROC|PROM1|PROS1|PROZ|PRR4|PRRG2|PRSS1|PRSS2|PRSS21|PRSS29P|PRSS3|PRSS33|PRSS3P2|PRSS42P|PRSS45P|PRSS46P|PRSS47|PRSS48|PRSS54|PRSS56|PRSS57|PRSS8|PRTG|PRTN3|PSAP|PSAPL1|PSPN|PTGDS|PTGIS|PTH|PTHLH|PTN|PTPRR|PTX3|PVR|PXDN|PXDNL|PYY|PYY3|PZP|Q6ZS49|Q9UF83|QSOX1|QSOX2|R3HDML|RAB11FIP4|RAET1E|RAET1G|RAET1L|RALGAPA2|RAMP1|RARRES1|RARRES2|RBBP8NL|RBMX|RBP3|RBP4|RDX|REG1A|REG1B|REG3A|REG3G|RELN|REN|RETN|RETNLB|RNASE3|RNASE6|RNASE7|RNASET2|RNLS|RPL39|RPS27A|RS1|RTN3|RTN4RL1|RTN4RL2|S100A11|S100A13|S100A16|S100A4|S100A7|S100A7L2|S100A8|S100A9|S100B|SAA1|SAA2|SAA4|SAAL1|SCARA3|SCG2|SCGB1A1|SCGB1D1|SCGB1D2|SCGB1D4|SCGB2A1|SCGB2A2|SCGB3A1|SCGB3A2|SCRG1|SCT|SCUBE1|SCUBE2|SCUBE3|SDCBP|SDF2|SECTM1|SELE|SELENBP1|SELENOP|SELP|SEMA3A|SEMA3B|SEMA3C|SEMA3D|SEMA3E|SEMA3F|SEMA3G|SEMA4A|SEMA4B|SEMA4C|SEMA4D|SEMA4F|SEMA4G|SEMA6A|SEMA6B|SEMA6C|SEMA6D|SEMA7A|SEMG1|SEMG2|SERPINA1|SERPINA10|SERPINA11|SERPINA12|SERPINA13P|SERPINA2|SERPINA3|SERPINA4|SERPINA5|SERPINA6|SERPINA7|SERPINA9|SERPINB1|SERPINB10|SERPINB11|SERPINB12|SERPINB13|SERPINB2|SERPINB3|SERPINB4|SERPINB5|SERPINB6|SERPINB7|SERPINB8|SERPINB9|SERPINC1|SERPIND1|SERPINE1|SERPINE2|SERPINE3|SERPINF1|SERPINF2|SERPING1|SERPINH1|SERPINI1|SERPINI2|SFN|SFRP1|SFRP2|SFRP4|SFRP5|SFTA3|SFTPA1|SFTPA2|SFTPB|SFTPC|SFTPD|SH3BGRL|SHH|SIAE|SIL1|SIPA1L3|SLIT1|SLIT2|SLIT3|SLPI|SLURP1|SLURP2|SMARCA4|SMOC2|SMPD1|SMPDL3A|SMPDL3B|SMR3B|SNCA|SOD1|SOD3|SOGA1|SOGA3|SORD|SORL1|SOST|SOSTDC1|SPARC|SPARCL1|SPINT1|SPN|SPOCK1|SPOCK2|SPOCK3|SPON1|SPP1|SPTBN2|SPX|SRGN|SRPX2|SSC5D|SSH2|SSPO|SST|ST14|STAG3|STC1|STC2|STOM|STX2|STX4|SULF1|SULF2|SUPT20HL2|TAC1|TAC3|TAC4|TACSTD2|TAFA1|TAFA2|TAFA3|TAFA4|TAFA5|TCN1|TCN2|TCTN1|TDGF1|TF|TFF1|TFF2|TFF3|TFPI|TFPI2|TFRC|TGFA|TGFB1|TGFB2|TGFB3|TGFBI|TGFBR3|TGS1|THBD|THBS1|THBS4|THNSL2|THPO|TIMM8B|TIMP1|TIMP2|TIMP3|TIMP4|TINAG|TINAGL1|TLE2|TLR3|TMC8|TMEM98|TMIGD2|TMPRSS6|TNC|TNF|TNFAIP2|TNFAIP6|TNFRSF11B|TNFRSF1A|TNFRSF6B|TNFSF11|TNFSF12|TNFSF13B|TNFSF14|TNFSF15|TNFSF18|TNFSF4|TNFSF8|TNFSF9|TNXB|TPI1|TPO|TPSAB1|TPSB2|TPSD1|TPSG1|TPT1|TRAV14DV4|TRAV18|TRAV19|TRAV2|TRAV38-1|TRAV38-2DV8|TRAV40|TRAV9-1|TRAV9-2|TRDV1|TRDV2|TRDV3|TRIL|TRIM75P|TSHB|TSKU|TSLP|TST|TTBK2|TTR|TUT4|TWSG1|UBA52|UBB|UBC|UBN2|UCN2|UCN3|ULBP1|ULBP2|ULBP3|UMODL1|USPL1|UTP11|UTS2|VASH1|VASN|VCAM1|VCAN|VEGFA|VEGFB|VEGFC|VEGFD|VGF|VIT|VPREB1|VPREB3|VSTM1|VTN|VWA1|VWA2|VWC2|VWC2L|WDR60|WFDC1|WFDC2|WFIKKN2|WISP1|WISP2|WNT1|WNT10A|WNT10B|WNT11|WNT16|WNT2|WNT2B|WNT3|WNT3A|WNT4|WNT5A|WNT5B|WNT6|WNT7A|WNT7B|WNT8A|WNT8B|WNT9A|WNT9B|XCL1|XCL2|XDH|XYLT1|XYLT2|YARS|YWHAZ|ZFC3H1|ZG16|ZG16B|ZNF446|ZNF649|ZP3|ZSWIM5
GO:0005622	AKR1C3|ANAPC15|ANXA5|ARHGEF3|ARVCF|ASCC3|ATG10|BBS5|C6orf62|CAPN3|CCND1|CDC23|CETN2|CHMP2B|CLEC1A|CLIC2|CLIC4|CNOT8|CSTF2T|CTSB|DDIT4|DDX43|DDX59|DEPTOR|EDF1|EEF1AKMT3|FAM126B|FAM49A|FRK|GABARAPL1|GABARAPL2|GDA|GSTK1|HPCAL4|HSPB8|IKBKG|INTS2|LGALS1|LGALSL|MAF1|MAP1LC3B|MICU1|MKKS|MOB3A|MPP1|NAA10|NAA20|NCALD|NCOA7|NECAP2|NUDCD2|NUDT11|OSTF1|PARP8|PLPBP|POLI|RAB14|RAB17|RAB18|RAB39B|RAB5B|RAP1B|RNF114|ROGDI|RSPH6A|RUVBL2|SAT1|SENP7|SLFN13|SMAD9|SMC6|SMG9|STMN1|TADA3|TELO2|TIGAR|TRNT1|UBL3|WSB1|ZMYND12
GO:0005623	ANXA8L1|ASIP|ATP13A3|C1QA|C1QB|C1QC|C1QTNF3|CALCA|CALCB|CCL1|CCL11|CCL13|CCL14|CCL15|CCL19|CCL2|CCL21|CCL23|CCL28|CCL7|CCL8|CD36|CD68|CPB2|CRCP|CXCL11|CXCL13|CXorf21|DNAJC16|EDN2|EDN3|ERFE|EVI5L|FAM20A|FAM45A|FGF21|FGGY|GDF2|GRTP1|HEATR3|HMGB2|IL2|LDLR|LTBP2|MAPT|MEI1|NPY|OLFM1|P2RY12|PROK2|PTH|RABL2A|RABL3|RAMP1|RAMP2|RAMP3|RTP5|RUNDC1|SCT|SLC12A8|SLIT1|TAC4|TBC1D22A|TBC1D22B|TBC1D26|TBC1D28|TBC1D29P|TBC1D8|TBC1D8B|TBC1D9|TBC1D9B|TEX14|TLR6|TMCO6|TMX2|TOM1L2|TTL|TXNDC15|TYROBP|VPS13D|VPS35L|XCL1|ZNF35
